STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/2/2019,0,78,,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/3/2019,0,81,87,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/4/2019,0,83,88,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/5/2019,0,84,90,65
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/6/2019,0,82,88,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/7/2019,0,80,89,68
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/8/2019,0,82,90,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/9/2019,0,83,89,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/10/2019,0,81,88,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/11/2019,0,85,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/12/2019,0,84,90,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/13/2019,0,82,87,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/14/2019,0,80,86,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/15/2019,0,81,,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/16/2019,0,82,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/17/2019,0,80,,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/19/2019,0,82,89,66
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/20/2019,0,80,,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/21/2019,0,82,90,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/22/2019,0,82,92,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/23/2019,0,82,92,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/24/2019,0,83,92,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/26/2019,0,87,94,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/27/2019,0,84,94,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/28/2019,0,82,91,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/29/2019,0,81,92,67
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/30/2019,0,85,,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/31/2019,0,84,92,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/1/2019,0,87,94,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/2/2019,0,87,93,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/3/2019,0,83,,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/4/2019,0,82,88,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/5/2019,0.02,82,89,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/6/2019,0,83,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/7/2019,0,85,96,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/10/2019,2.51,84,93,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/11/2019,0,82,92,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/12/2019,0,82,,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/13/2019,0,85,91,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/14/2019,0,83,92,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/15/2019,0,87,94,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/17/2019,0.42,84,93,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/18/2019,0,86,94,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/20/2019,0,83,92,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/21/2019,0,81,,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/22/2019,0,88,93,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/23/2019,0,86,92,67
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/24/2019,0,83,,68
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/25/2019,0,85,96,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/26/2019,0,89,95,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/27/2019,0,85,94,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/28/2019,0,83,91,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/3/2019,0,88,96,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/4/2019,0,85,96,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/5/2019,0.11,85,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/6/2019,0,86,95,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/7/2019,0,86,96,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/9/2019,0,88,96,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/10/2019,0.85,86,96,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/11/2019,0,87,94,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/12/2019,0,83,,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/13/2019,0,83,,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/14/2019,0,86,96,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/15/2019,0,90,98,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/17/2019,0.33,84,,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/18/2019,0,86,96,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/19/2019,0,88,99,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/20/2019,0,87,99,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/21/2019,0,84,,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/24/2019,0,88,99,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/25/2019,0,87,100,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/26/2019,0,83,,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/27/2019,0,87,99,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/31/2019,0,88,101,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/1/2019,0,90,99,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/2/2019,0,90,98,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/3/2019,0,87,99,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/4/2019,0,88,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/5/2019,0,91,98,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/7/2019,0,87,98,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/8/2019,0.19,86,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/9/2019,0,87,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/10/2019,0.51,89,99,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/11/2019,0.06,86,95,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/12/2019,0.55,92,99,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/13/2019,0.14,90,97,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/14/2019,0.01,87,97,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/15/2019,0,85,96,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/16/2019,0.08,83,96,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/17/2019,0.09,82,94,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/18/2019,0.11,83,,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/21/2019,0.11,87,94,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/22/2019,1.51,85,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/24/2019,0,87,95,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/25/2019,0,83,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/28/2019,0,87,94,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/29/2019,0.12,85,90,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/30/2019,0,80,89,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/1/2019,0.11,85,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/2/2019,0,84,,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/3/2019,0,85,90,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/5/2019,0,85,,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/6/2019,0,85,94,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/7/2019,0,86,92,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/8/2019,0,86,93,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/9/2019,0,86,92,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/10/2019,0,89,94,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/12/2019,0,87,95,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/13/2019,0,88,,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/15/2019,0,87,,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/16/2019,0,87,,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/17/2019,0,90,95,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/18/2019,0,90,95,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/19/2019,0,88,96,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/20/2019,0,87,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/21/2019,0,87,96,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/23/2019,0,87,97,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/26/2019,0,87,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/27/2019,0,88,97,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/28/2019,0,89,96,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/29/2019,0.01,88,96,80
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/30/2019,0,87,,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/2/2019,0,87,,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/3/2019,0,85,94,80
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/4/2019,0.62,80,89,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/5/2019,1.53,86,92,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/6/2019,0,84,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/7/2019,0.04,84,90,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/8/2019,0.13,88,92,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/9/2019,0,83,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/10/2019,2.16,79,,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/11/2019,0.03,83,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/12/2019,0.39,82,86,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/15/2019,0.11,88,92,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/16/2019,0,83,93,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/17/2019,0,85,90,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/23/2019,0,85,92,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/24/2019,0,86,91,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/27/2019,0,85,93,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/30/2019,0,84,,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/1/2019,0,85,92,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/2/2019,0,84,91,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/3/2019,0.07,86,92,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/4/2019,0,86,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/6/2019,0,88,91,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/7/2019,0,87,94,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/8/2019,0,88,94,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/9/2019,0,82,92,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/11/2019,1.02,83,92,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/14/2019,0,84,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/15/2019,0.08,82,88,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/16/2019,0.2,85,91,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/17/2019,0,82,88,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/18/2019,0.2,80,85,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/19/2019,0.23,83,86,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/21/2019,0.01,83,89,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/22/2019,0.01,83,88,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/23/2019,0,83,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/24/2019,0,85,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/25/2019,0.13,82,88,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/27/2019,0.03,85,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/28/2019,0,84,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/29/2019,0,83,90,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/30/2019,0,85,92,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,7/31/2019,0,85,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/1/2019,0,85,91,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/2/2019,0,87,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/5/2019,0,84,,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/6/2019,0.19,86,91,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/7/2019,0,83,,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/8/2019,0.98,81,87,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/9/2019,0.12,82,87,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/10/2019,0.55,80,82,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/11/2019,0,83,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/12/2019,0,83,87,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/13/2019,0,80,84,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/14/2019,0.33,82,87,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/15/2019,0,83,,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/16/2019,0,86,90,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/18/2019,0,82,,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/19/2019,0,82,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/20/2019,0.02,83,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/21/2019,0.17,82,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/22/2019,0.42,78,,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/23/2019,0.67,81,84,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/24/2019,0.28,85,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/25/2019,0.02,83,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/26/2019,0.18,80,84,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/27/2019,0.57,81,87,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/28/2019,0.08,83,89,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,8/29/2019,0,84,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/1/2019,0.28,81,89,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/2/2019,0.14,83,90,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/3/2019,0.02,84,90,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/4/2019,0,83,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/5/2019,0.23,80,88,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/6/2019,0.98,83,87,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/7/2019,0.06,87,91,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/8/2019,0,84,92,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/9/2019,0,85,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/10/2019,0,85,91,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/11/2019,0,81,88,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/12/2019,0.48,79,85,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/13/2019,0,86,91,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/14/2019,0,84,91,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/15/2019,0.39,79,,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/16/2019,0.95,78,85,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/17/2019,0.47,83,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/18/2019,0.39,82,89,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/19/2019,0.13,81,,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/20/2019,0.11,84,88,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/22/2019,0,81,91,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/23/2019,0.05,79,88,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/24/2019,0.98,78,85,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/26/2019,,82,,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/28/2019,0,84,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/29/2019,0.02,81,89,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,9/30/2019,0,81,91,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/1/2019,0.05,79,91,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/3/2019,0,80,92,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/6/2019,2.97,79,87,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/7/2019,0.52,80,,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/8/2019,0.28,81,,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/9/2019,0.5,81,91,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/10/2019,0.38,81,91,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/12/2019,0.04,84,91,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/13/2019,0.08,80,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/14/2019,3.13,84,93,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/15/2019,0,81,,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/16/2019,1.48,78,86,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/17/2019,0.45,80,91,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/18/2019,0.24,84,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/19/2019,0.01,81,89,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/20/2019,1.43,80,88,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/21/2019,1.1,78,,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/22/2019,1.67,79,85,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/23/2019,0.11,80,88,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/24/2019,0.83,76,81,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/25/2019,0.69,84,89,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/26/2019,0.04,81,86,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/27/2019,0.03,78,81,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/28/2019,0.95,77,81,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/29/2019,0.38,80,86,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/30/2019,0,80,85,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/31/2019,0.03,81,87,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/1/2019,0.01,87,92,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/2/2019,0,85,91,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/3/2019,0.01,80,88,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/4/2019,0.03,81,91,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/5/2019,0.01,83,90,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/6/2019,0,83,91,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/7/2019,0,85,92,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/8/2019,0,87,91,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/9/2019,0,85,90,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/10/2019,0,82,91,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/11/2019,0.24,83,91,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/12/2019,1.31,83,91,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/13/2019,0,83,92,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/14/2019,0,83,91,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/15/2019,0,86,92,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/16/2019,1.07,81,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/17/2019,1.73,83,91,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/18/2019,0,83,92,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/19/2019,0,82,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/20/2019,0.22,83,91,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/21/2019,0,84,92,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/22/2019,0,84,88,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/23/2019,0,85,92,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/24/2019,0,81,85,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/25/2019,0,81,88,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/26/2019,0.32,82,91,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/27/2019,0.04,83,91,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/28/2019,0,81,,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/29/2019,0.06,85,90,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/30/2019,0.21,80,88,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/1/2019,7.43,81,88,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/2/2019,0.19,80,86,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/3/2019,0.4,80,88,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/4/2019,0.19,78,81,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/5/2019,0.85,78,86,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/9/2019,0,78,,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/10/2019,0,82,85,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/11/2019,0.12,78,82,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/14/2019,0,86,91,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/15/2019,0,82,91,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/16/2019,0,81,90,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/17/2019,0,79,84,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/18/2019,0.35,79,83,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/19/2019,0.33,79,84,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/20/2019,1.86,72,78,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/21/2019,0.91,84,91,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/22/2019,0,79,84,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/23/2019,0,82,89,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/24/2019,0,83,92,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/25/2019,0,81,90,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/26/2019,0,82,,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/27/2019,0,85,90,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/28/2019,0,85,91,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/29/2019,0,82,90,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/30/2019,0,82,90,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/31/2019,0,83,90,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/1/2020,0,83,91,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/2/2020,0,82,90,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/3/2020,0,88,93,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/4/2020,0,88,93,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/5/2020,0,85,94,72
